Date,market_ret,breadth,flag_rate,n_tickers,mkt_ret_mean,mkt_ret_std,mkt_ret_z,market_anomaly_flag
2018-04-05,0.012709932388648383,0.8888888888888888,0.0,9,,,,0
2018-04-06,-0.025563992446954224,0.0,0.0,9,,,,1
2018-04-09,0.0028991256496939182,0.8888888888888888,0.0,9,,,,0
2018-04-10,0.030487678599776896,1.0,0.0,9,,,,0
2018-04-11,-0.0047862936658514205,0.1111111111111111,0.0,9,,,,1
2018-04-12,0.014650329729431465,0.8888888888888888,0.0,9,,,,0
2018-04-13,-0.00233825607194777,0.3333333333333333,0.0,9,,,,0
2018-04-16,0.0011465796860183157,0.6666666666666666,0.0,9,,,,0
2018-04-17,0.028687363739843867,0.8888888888888888,0.1111111111111111,9,,,,0
2018-04-18,0.003046186791795481,0.5555555555555556,0.0,9,,,,0
2018-04-19,-0.005365653408772177,0.3333333333333333,0.0,9,,,,0
2018-04-20,-0.017849174720614522,0.0,0.1111111111111111,9,,,,1
2018-04-23,-0.010237319358640338,0.1111111111111111,0.0,9,,,,1
2018-04-24,-0.02062549416549284,0.2222222222222222,0.1111111111111111,9,,,,1
2018-04-25,-0.004278467875094425,0.4444444444444444,0.0,9,,,,0
2018-04-26,0.02456245898569678,1.0,0.0,9,,,,0
2018-04-27,0.005798815218156839,0.5555555555555556,0.1111111111111111,9,,,,0
2018-04-30,-0.006147335998009786,0.2222222222222222,0.0,9,,,,1
2018-05-01,0.016535274320119846,1.0,0.0,9,,,,0
2018-05-02,-0.0019965727218016977,0.3333333333333333,0.1111111111111111,9,,,,0
2018-05-03,-0.0024877823391103015,0.5555555555555556,0.0,9,,,,0
2018-05-04,0.02242074258072578,1.0,0.0,9,,,,0
2018-05-07,0.01625819701410642,1.0,0.0,9,,,,0
2018-05-08,0.0006320873304605698,0.4444444444444444,0.0,9,,,,0
2018-05-09,0.014392595654112487,1.0,0.0,9,,,,0
2018-05-10,0.007913126792425803,0.7777777777777778,0.1111111111111111,9,,,,0
2018-05-11,-0.006921314710611724,0.0,0.1111111111111111,9,,,,1
2018-05-14,-0.0012849946043939076,0.6666666666666666,0.0,9,,,,0
2018-05-15,-0.017014341281135423,0.0,0.0,9,,,,1
2018-05-16,0.00605356026728744,0.8888888888888888,0.0,9,,,,0
2018-05-17,-0.0035602981335376795,0.2222222222222222,0.0,9,,,,1
2018-05-18,-0.009303084859076778,0.1111111111111111,0.0,9,,,,1
2018-05-21,0.011748302939385051,0.8888888888888888,0.0,9,,,,0
2018-05-22,-0.005917803580528711,0.1111111111111111,0.0,9,,,,1
2018-05-23,0.015376856041963767,1.0,0.0,9,,,,0
2018-05-24,-0.0003902365516615072,0.3333333333333333,0.1111111111111111,9,,,,0
2018-05-25,0.003922013950764759,0.8888888888888888,0.0,9,,,,0
2018-05-29,-0.001825293182121151,0.2222222222222222,0.0,9,,,,1
2018-05-30,0.01044780947736268,0.8888888888888888,0.0,9,,,,0
2018-05-31,-0.002503201585109638,0.2222222222222222,0.1111111111111111,9,,,,1
2018-06-01,0.02186408155227361,1.0,0.0,9,,,,0
2018-06-04,0.0113597772307257,0.8888888888888888,0.0,9,,,,0
2018-06-05,0.0022793048553187483,0.6666666666666666,0.0,9,,,,0
2018-06-06,0.013272325160137051,0.7777777777777778,0.1111111111111111,9,,,,0
2018-06-07,-0.010781926920214648,0.0,0.0,9,,,,1
2018-06-08,-0.002310867672127909,0.3333333333333333,0.0,9,,,,0
2018-06-11,0.00408373416997491,0.5555555555555556,0.0,9,,,,0
2018-06-12,0.008572323007358737,1.0,0.1111111111111111,9,,,,0
2018-06-13,0.004510479697214804,0.4444444444444444,0.1111111111111111,9,,,,0
2018-06-14,0.015485422157183749,1.0,0.0,9,,,,0
2018-06-15,-0.005190600694452627,0.1111111111111111,0.3333333333333333,9,,,,1
2018-06-18,0.0031210907346112104,0.4444444444444444,0.1111111111111111,9,,,,0
2018-06-19,-0.005856199288046778,0.2222222222222222,0.0,9,,,,1
2018-06-20,0.012179720571294251,1.0,0.0,9,,,,0
2018-06-21,-0.014721388592088713,0.0,0.1111111111111111,9,,,,1
2018-06-22,-0.009924154319831735,0.1111111111111111,0.0,9,,,,1
2018-06-25,-0.029068977649017454,0.0,0.4444444444444444,9,,,,1
2018-06-26,0.010191817470953966,0.7777777777777778,0.0,9,,,,0
2018-06-27,-0.013554298965398134,0.1111111111111111,0.0,9,,,,1
2018-06-28,0.013446594493068596,1.0,0.0,9,,,,0
2018-06-29,-0.003954136278016601,0.3333333333333333,0.0,9,,,,0
2018-07-02,0.008712370302921355,0.8888888888888888,0.2222222222222222,9,,,,0
2018-07-03,-0.022343922961801432,0.0,0.1111111111111111,9,,,,1
2018-07-05,0.013207256183224998,0.8888888888888888,0.0,9,0.0017565824437992253,0.012854204725786742,0.8908115269437591,0
2018-07-06,0.013002691401319167,0.8888888888888888,0.0,9,0.0017644764722845683,0.012861190705421344,0.8738082799983196,0
2018-07-09,0.014614677236022722,1.0,0.0,9,0.0023766460571777964,0.012450726721162729,0.9829170178511523,0
2018-07-10,0.0034089394071322105,0.6666666666666666,0.0,9,0.00256260719346873,0.01254578372164568,0.06745949335977106,0
2018-07-11,-0.005943005684983343,0.3333333333333333,0.0,9,0.002132785936442624,0.012026759395969294,-0.671485256795985,0
2018-07-12,0.013652774622485831,0.7777777777777778,0.0,9,0.002114425428202434,0.012038370031666667,0.9584644070527841,0
2018-07-13,-0.0022221221080578582,0.6666666666666666,0.0,9,0.0020985912201556788,0.012022260735002016,-0.3593927484565416,0
2018-07-16,-0.003895996075975313,0.2222222222222222,0.0,9,0.0021004346164078995,0.01202157833612143,-0.4988056081093478,1
2018-07-17,0.005524549703905331,0.7777777777777778,0.1111111111111111,9,0.0020203937312968895,0.012044796201001113,0.2909269624933289,0
2018-07-18,-0.003576087681839171,0.1111111111111111,0.0,9,0.0016527300164407223,0.011561488390519317,-0.4522616398220529,1
2018-07-19,-0.007290153946643476,0.3333333333333333,0.0,9,0.0015476145486052514,0.011578706516644718,-0.7632777014033636,0
2018-07-20,-0.002287400987354113,0.2222222222222222,0.1111111111111111,9,0.0015170669210199928,0.01159975921212273,-0.32797817944342456,1
2018-07-23,-0.0002516088265396288,0.6666666666666666,0.0,9,0.0017640792025003166,0.011343573117040524,-0.17769427747699199,0
2018-07-24,0.002612103192997132,0.4444444444444444,0.1111111111111111,9,0.001922582544279693,0.011242487834635613,0.06133167843803918,0
2018-07-25,0.017426110910570964,1.0,0.1111111111111111,9,0.002291433296001756,0.010865666182314803,1.3928899858163082,0
2018-07-26,-0.0056743217980791405,0.3333333333333333,0.1111111111111111,9,0.0026359504195837464,0.010997290549265765,-0.7556654232635258,0
2018-07-27,-0.02417836191202538,0.1111111111111111,0.6666666666666666,9,0.0021560015182539695,0.010680160610323581,-2.465727285488967,1
2018-07-30,-0.02133961871839972,0.1111111111111111,0.4444444444444444,9,0.001680173309838379,0.01117171408008296,-2.0605425329742375,1
2018-07-31,0.006620653056922301,0.7777777777777778,0.2222222222222222,9,0.001439025965070285,0.011502470607419152,0.4504794899027901,0
2018-08-01,0.01261587919325962,1.0,0.1111111111111111,9,0.0012816510243846098,0.01135953180586898,0.9977724753602171,0
2018-08-02,0.032531612382611104,1.0,0.3333333333333333,9,0.0015135947055760592,0.011440409709542243,2.7112680808243663,1
2018-08-03,0.0003154611339562334,0.5555555555555556,0.0,9,0.0020694581138573516,0.012075959061778711,-0.14524701275716032,0
2018-08-06,0.004116756515056657,0.6666666666666666,0.0,9,0.0017185806305752953,0.011792924539918849,0.20335718051646795,0
2018-08-07,0.017327260684486853,0.8888888888888888,0.1111111111111111,9,0.0015258593528126004,0.011649824295869719,1.3563639184907208,0
2018-08-08,-6.570901297190772e-05,0.7777777777777778,0.0,9,0.0017908621044638114,0.011817839418592803,-0.15709903068362968,0
2018-08-09,-0.0032785855054680508,0.6666666666666666,0.0,9,0.0015613652049862813,0.011709058665940466,-0.413350965994634,0
2018-08-10,-0.007357847575269583,0.1111111111111111,0.0,9,0.0013837189780355852,0.01169602874592698,-0.7473961242057761,1
2018-08-13,-0.0014782936511316864,0.4444444444444444,0.0,9,0.0013767898849457777,0.011701156448805058,-0.2440001164473816,0
2018-08-14,0.002339285293184982,0.6666666666666666,0.1111111111111111,9,0.0013737216461086703,0.011701890990752518,0.08251347135598455,0
2018-08-15,-0.016073435518412796,0.1111111111111111,0.1111111111111111,9,0.0016809220679232797,0.011462976646985805,-1.5488435624619885,1
2018-08-16,-0.0023259771146125763,0.3333333333333333,0.1111111111111111,9,0.0013296999125947044,0.011664058000976795,-0.3134138244941117,0
2018-08-17,-0.01629925606235807,0.2222222222222222,0.1111111111111111,9,0.0013492923097204999,0.011656746040340648,-1.5140201485905258,1
2018-08-20,0.0031826254152173983,0.4444444444444444,0.2222222222222222,9,0.0012382419731604792,0.01179240074094081,0.16488444420875356,0
2018-08-21,0.01272103874283528,0.6666666666666666,0.0,9,0.001102278837856231,0.011718416009365388,0.9914957700506031,0
2018-08-22,0.008089508609320117,0.7777777777777778,0.1111111111111111,9,0.0013981334779096274,0.011773479362281476,0.5683430467332835,0
2018-08-23,-0.0002814180731081824,0.3333333333333333,0.0,9,0.0012824612964390935,0.011669263102120723,-0.13401697740991572,0
2018-08-24,0.015039418897873698,1.0,0.1111111111111111,9,0.0012841885738764478,0.011669019568039396,1.1787820085306768,0
2018-08-27,0.010003451469863244,0.8888888888888888,0.0,9,0.0014606553190686532,0.011792958179324924,0.7243980705173343,0
2018-08-28,-0.000389047594366507,0.6666666666666666,0.0,9,0.0016484131706874532,0.011833890950145063,-0.1721716697946236,0
2018-08-29,0.009704499687142217,0.7777777777777778,0.1111111111111111,9,0.0014763995663742914,0.011782572036560851,0.6983280132076816,0
2018-08-30,-0.00112701914652586,0.3333333333333333,0.1111111111111111,9,0.001670172602441781,0.011816402704559423,-0.23672109176579853,0
2018-08-31,0.0004228806186509843,0.6666666666666666,0.0,9,0.0013052344961116307,0.01153433661598072,-0.0764980169070281,0
2018-09-04,-0.006899178390091724,0.3333333333333333,0.0,9,0.0011316329625866352,0.011462648436669137,-0.700606966797281,0
2018-09-05,-0.021549436344230084,0.0,0.3333333333333333,9,0.0009859427523420247,0.011506073245128996,-1.9585638485407941,1
2018-09-06,-0.007560529998284592,0.3333333333333333,0.2222222222222222,9,0.000433216379256832,0.011740338475911381,-0.6808786981689542,0
2018-09-07,-0.011367294606912635,0.1111111111111111,0.0,9,0.00048434966373191233,0.011697642282508844,-1.0131652160680258,1
2018-09-10,0.009226221043588279,0.4444444444444444,0.0,9,0.0003405968552432659,0.01178784647030772,0.753795378208133,0
2018-09-11,0.005696421016451613,0.6666666666666666,0.2222222222222222,9,0.00042222363101490667,0.011831907100188528,0.4457605473721703,0
2018-09-12,0.004120851727177775,0.4444444444444444,0.0,9,0.0003765743930639999,0.01180547395202918,0.3171645076960414,0
2018-09-13,0.007986422481407561,0.6666666666666666,0.0,9,0.0003703898221110312,0.011803375251552532,0.6452419326662322,0
2018-09-14,0.0005073788812097622,0.3333333333333333,0.0,9,0.00025135808122569487,0.011685713987315096,0.021908870973735905,0
2018-09-17,-0.01674595071891362,0.0,0.1111111111111111,9,0.00034180220147430425,0.01166494734648632,-1.4648804159013236,1
2018-09-18,0.007029527493286792,0.7777777777777778,0.1111111111111111,9,2.645233713264026e-05,0.011855585028803019,0.5906984040973309,0
2018-09-19,0.004131122331527052,0.5555555555555556,0.0,9,0.00023098768286809377,0.011863610300313918,0.3287477041078936,0
2018-09-20,0.006060041908449122,0.6666666666666666,0.0,9,0.00010323215525274141,0.011775874763686878,0.5058485991686429,0
2018-09-21,-0.008050191268880883,0.2222222222222222,0.4444444444444444,9,0.00043309613145175465,0.011644239332169017,-0.7285394226565097,1
2018-09-24,0.00848340805362745,1.0,0.1111111111111111,9,0.0004628415767049428,0.011619722515619916,0.6902545621154712,0
2018-09-25,0.0034970539755429953,0.6666666666666666,0.0,9,0.0010589111910326396,0.011028504334331895,0.22107646790511581,0
2018-09-26,0.0033571991783234692,0.5555555555555556,0.0,9,0.000952645103803894,0.010971189119870377,0.21916986830211388,0
2018-09-27,0.007756442783576147,0.8888888888888888,0.0,9,0.0012210815822756656,0.010816314003593475,0.6042133391402336,0
2018-09-28,-0.008541574822980076,0.3333333333333333,0.3333333333333333,9,0.0011307617138710236,0.01073603974339918,-0.900922199249302,0
2018-10-01,0.025155457052237835,0.8888888888888888,0.1111111111111111,9,0.0010579452290303333,0.01078652230002901,2.2340390306468554,0
2018-10-02,-0.0034894876622139576,0.2222222222222222,0.1111111111111111,9,0.0013189466060036109,0.011166951609168722,-0.43059506627301597,1
2018-10-03,0.00010246164791214183,0.6666666666666666,0.0,9,0.0016182233567907135,0.010768080864121737,-0.140764331918137,0
2018-10-04,-0.02516501770798131,0.0,0.2222222222222222,9,0.0014102107451190813,0.01066669745874577,-2.491420475351628,1
2018-10-05,-0.023721505635493665,0.0,0.5555555555555556,9,0.0008043740925905022,0.011073796965451221,-2.2147669678793696,1
2018-10-08,-0.012047890048611473,0.0,0.3333333333333333,9,0.0001958632533600832,0.011352463874318063,-1.0785106596700826,1
2018-10-09,0.008932305884068978,0.6666666666666666,0.0,9,-4.948324593743559e-05,0.011448521802490053,0.7845370157790041,0
2018-10-10,-0.05235159232458608,0.0,0.7777777777777778,9,0.00018663281071418857,0.011478368870841785,-4.577150789147561,1
2018-10-11,-0.014870846690715244,0.0,0.6666666666666666,9,-0.0008610555535250483,0.013123765157155296,-1.0675130931881864,1
2018-10-12,0.034709450306189896,1.0,0.3333333333333333,9,-0.0010618289595989748,0.013241151248454024,2.701523349033972,1
2018-10-15,-0.01688425412962624,0.1111111111111111,0.0,9,-0.0004490440963900034,0.013980537416248726,-1.1755778439628934,1
2018-10-16,0.0361571275603338,1.0,0.1111111111111111,9,-0.000804739395334949,0.01411056458455816,2.6194463541251793,1
2018-10-17,0.002018378077212119,0.3333333333333333,0.1111111111111111,9,-0.00017405343910998125,0.014853118547405663,0.1476074879039489,0
2018-10-18,-0.02655594648067615,0.0,0.1111111111111111,9,-2.6298962540844797e-05,0.014827465028380976,-1.789223408543227,1
2018-10-19,-0.011278613463634088,0.3333333333333333,0.2222222222222222,9,-0.00041151397037135333,0.015197777636525495,-0.7150453015673391,0
2018-10-22,0.00736131640693168,0.8888888888888888,0.0,9,-0.0005865457900077733,0.015259280518589173,0.520854321228134,0
2018-10-23,0.007373931981853617,0.4444444444444444,0.3333333333333333,9,-0.0005111614532786534,0.0152870432923032,0.5158023879674821,0
2018-10-24,-0.05581626523571202,0.0,0.8888888888888888,9,-0.0006707198489725796,0.015148636684943284,-3.640297574866943,1
2018-10-25,0.04939540860358046,1.0,0.6666666666666666,9,-0.0014666237130619903,0.016657808867533035,3.0533446938375723,1
2018-10-26,-0.017303671837625084,0.2222222222222222,0.6666666666666666,9,-0.0002987860858301517,0.01759266802481599,-0.9665893614207954,1
2018-10-29,-0.031691548501842894,0.1111111111111111,0.8888888888888888,9,-0.000234723436928967,0.017522019777180247,-1.7952739161886826,1
2018-10-30,0.018149122715724813,0.6666666666666666,0.2222222222222222,9,-0.0008428536204014304,0.017940110865890087,1.0586320496065655,0
2018-10-31,0.02900836051651723,0.8888888888888888,0.1111111111111111,9,-0.0007550243581400781,0.01802042815900193,1.6516469315846578,0
2018-11-01,0.0215205577878315,0.7777777777777778,0.0,9,-0.0008109489909352189,0.01792065099138506,1.2461325645760344,0
2018-11-02,-0.016725594519354268,0.2222222222222222,0.1111111111111111,9,-0.00047436015515942107,0.01813994584125059,-0.8958810851154375,1
2018-11-05,-0.0050962206485403545,0.3333333333333333,0.0,9,-0.0008051911239595945,0.018244620218358737,-0.2351942366146318,0
2018-11-06,0.001659058563345682,0.5555555555555556,0.0,9,-0.0011611193990870106,0.01810335395913132,0.15578207048259127,0
2018-11-07,0.03602902566118546,1.0,0.1111111111111111,9,-0.0011337421359708584,0.01810634115607237,2.0524725275428133,0
2018-11-08,-0.008360321586304977,0.2222222222222222,0.0,9,-0.0005098117999922312,0.01869880120788708,-0.41984027205987046,1
2018-11-09,-0.01815956687301237,0.0,0.0,9,-0.000525724085881682,0.01870514819948938,-0.9427267081269135,1
2018-11-12,-0.04107825506394764,0.0,0.1111111111111111,9,-0.0007905062005147085,0.0188364554778534,-2.138817937950188,1
2018-11-13,0.008636636857137522,0.6666666666666666,0.0,9,-0.001479673507770782,0.019502577403033298,0.5187165858054681,0
2018-11-14,-0.010103081861117993,0.2222222222222222,0.2222222222222222,9,-0.0010874501367303007,0.01945275606573734,-0.4634629506441591,1
2018-11-15,0.018347205482726378,1.0,0.0,9,-0.0012108962438176884,0.019485391617949245,1.0037315189769058,0
2018-11-16,-0.018967592510741822,0.4444444444444444,0.1111111111111111,9,-0.0006609524097687288,0.019541517958890742,-0.9368074752168462,0
2018-11-19,-0.043227589629498006,0.0,0.3333333333333333,9,-0.0010125431704982402,0.019670089240762672,-2.1461542925548494,1
2018-11-20,-0.012711286916651033,0.2222222222222222,0.3333333333333333,9,-0.0019006166367257528,0.02029316659533337,-0.5327246602514616,1
2018-11-21,-0.0038647404867400027,0.4444444444444444,0.0,9,-0.0022307879942808505,0.02029721974106612,-0.08050129590671358,0
2018-11-23,-0.012561899468327345,0.1111111111111111,0.0,9,-0.002287666127830562,0.020296689685770607,-0.5062024152490117,1
2018-11-26,0.03272691556177196,1.0,0.0,9,-0.0027257822923734357,0.020214370235032898,1.7538363768911,0
2018-11-27,0.003941409985919137,0.6666666666666666,0.0,9,-0.002365092386152662,0.020643342923195623,0.3054981160529761,0
2018-11-28,0.03727642382245119,1.0,0.1111111111111111,9,-0.0022963549642433666,0.020657233830771428,1.9156862487438255,0
2018-11-29,-0.006290465690597374,0.2222222222222222,0.0,9,-0.0018587053747940174,0.02120051682978021,-0.2090402017736707,1
2018-11-30,0.013603802158308956,0.7777777777777778,0.0,9,-0.0019406648437475336,0.02120762210823398,0.7329660497874141,0
2018-12-03,0.023602077566547357,1.0,0.0,9,-0.0017314438669275656,0.021296147986558916,1.1895823343012173,0
2018-12-04,-0.04364820886609763,0.1111111111111111,0.3333333333333333,9,-0.0012472969469809138,0.021522277176349608,-1.9700941295240924,1
2018-12-06,0.010276601229727487,0.8888888888888888,0.0,9,-0.0015980711139946843,0.022032538441159412,0.5389607001224547,0
2018-12-07,-0.04082033449850096,0.0,0.2222222222222222,9,-0.0013149420468833814,0.022069259465115194,-1.7900642526797796,1
2018-12-10,0.016013600616830992,1.0,0.0,9,-0.0017824506165911326,0.022591424978690506,0.7877347821223475,0
2018-12-11,-0.0017912704892939007,0.6666666666666666,0.0,9,-0.0016747144328888674,0.02266084845257382,-0.005143499222854334,0
2018-12-12,0.009968666427179813,0.8888888888888888,0.0,9,-0.001793566679011812,0.022641191863917217,0.5195059154521298,0
2018-12-13,0.005872162436168023,0.6666666666666666,0.0,9,-0.0017007442234562241,0.02267778800059686,0.33393497899464153,0
2018-12-14,-0.026218529410264098,0.0,0.0,9,-0.0017343039067139944,0.02266478190860645,-1.0802762454225407,1
2018-12-17,-0.025474643848993943,0.0,0.0,9,-0.0021585246732453256,0.022871322897581283,-1.019447772223721,1
2018-12-18,0.0114330410484085,0.8888888888888888,0.0,9,-0.0022970753578497754,0.022987261035845905,0.5972924040340338,0
2018-12-19,-0.02585265093702549,0.0,0.6666666666666666,9,-0.002227178317292288,0.02302274517658444,-1.0261796514067216,1
2018-12-20,-0.02182717702470338,0.0,0.1111111111111111,9,-0.002703111226316931,0.023198430850653474,-0.8243689377744161,1
2018-12-21,-0.031966985384226584,0.1111111111111111,0.6666666666666666,9,-0.0031457654950971295,0.02329438485125887,-1.2372603987253137,1
2018-12-24,-0.03305241818849899,0.0,0.0,9,-0.0035253971477216643,0.02356887245265908,-1.2527973538015407,1
2018-12-26,0.07281680045066066,1.0,0.8888888888888888,9,-0.004184695976961767,0.023807269649554035,3.2343690629414468,1
2018-12-27,-0.003533757310976604,0.5555555555555556,0.0,9,-0.003084382540848788,0.025695074583767616,-0.01748875134270675,0
2018-12-28,0.009212378291514913,0.6666666666666666,0.0,9,-0.0031937628025837097,0.025681874936474492,0.483069913111324,0
2018-12-31,0.00990627328065684,0.6666666666666666,0.0,9,-0.00317065271515611,0.025692540370679917,0.5089775400620257,0
